City,Country,Latitude,Longitude,Timezone
Cizre,Europe,37.33024,42.18484,Europe/Istanbul
Çivril,Europe,38.30139,29.73861,Europe/Istanbul
Çine,Europe,37.61266,28.05912,Europe/Istanbul
Cihanbeyli,Europe,38.66072,32.92437,Europe/Istanbul
Çifteler,Europe,39.38306,31.03917,Europe/Istanbul
Ceylanpınar,Europe,36.84722,40.05,Europe/Istanbul
Ceyhan,Europe,37.02472,35.8175,Europe/Istanbul
Çeşmeli,Europe,36.68599,34.42189,Europe/Istanbul
Çeşme,Europe,38.32614,26.30574,Europe/Istanbul
Çermik,Europe,38.13538,39.445,Europe/Istanbul
Çeltik,Europe,39.02444,31.79056,Europe/Istanbul
Çelikhan,Europe,38.0256,38.23665,Europe/Istanbul
Çayyolu,Europe,39.8808,32.70954,Europe/Istanbul
Çayıralan,Europe,39.30278,35.64389,Europe/Istanbul
Çay,Europe,38.59167,31.02861,Europe/Istanbul
Çavuşlu,Europe,37.50018,41.25108,Europe/Istanbul
Kestel,Europe,36.50861,32.08278,Europe/Istanbul
Çağlayancerit,Europe,37.74523,37.28618,Europe/Istanbul
Nikfer,Europe,37.40542,29.13727,Europe/Istanbul
Burhaniye,Europe,39.50041,26.97269,Europe/Istanbul
Buharkent,Europe,37.96397,28.7427,Europe/Istanbul
Burdur,Europe,37.72028,30.29083,Europe/Istanbul
Bünyan,Europe,38.8463,35.86033,Europe/Istanbul
Buldan,Europe,38.045,28.83056,Europe/Istanbul
Bulanık,Europe,39.08656,42.27158,Europe/Istanbul
Bucak,Europe,37.45917,30.595,Europe/Istanbul
Bozyazı,Europe,36.1082,32.96113,Europe/Istanbul
Bozüyük,Europe,39.90778,30.03667,Europe/Istanbul
Bozova,Europe,37.3625,38.52667,Europe/Istanbul
Bozkır,Europe,37.18963,32.24736,Europe/Istanbul
Bozdoğan,Europe,37.67134,28.31395,Europe/Istanbul
Bor,Europe,37.89056,34.55889,Europe/Istanbul
Bolvadin,Europe,38.71111,31.04861,Europe/Istanbul
Bodrum,Europe,37.03833,27.42917,Europe/Istanbul
Bitlis,Europe,38.40115,42.10784,Europe/Istanbul
Bitez,Europe,37.04436,27.39333,Europe/Istanbul
Bismil,Europe,37.84514,40.65931,Europe/Istanbul
Birecik,Europe,37.02577,37.97841,Europe/Istanbul
Bingöl,Europe,38.88472,40.49389,Europe/Istanbul
Bigadiç,Europe,39.3925,28.13111,Europe/Istanbul
Beytüşşebap,Europe,37.56318,43.16583,Europe/Istanbul
Beyşehir,Europe,37.67735,31.72458,Europe/Istanbul
Beylikova,Europe,39.68694,31.20556,Europe/Istanbul
Besni,Europe,37.69278,37.86111,Europe/Istanbul
Beşiri,Europe,37.91573,41.2865,Europe/Istanbul
Bergama,Europe,39.12074,27.18052,Europe/Istanbul
Belen,Europe,36.48866,36.19489,Europe/Istanbul
Belek,Europe,36.86278,31.05556,Europe/Istanbul
Baykan,Europe,38.15754,41.7733,Europe/Istanbul
Bayındır,Europe,38.21741,27.64744,Europe/Istanbul
Batman,Europe,37.88738,41.13221,Europe/Istanbul
Başmakçı,Europe,37.89722,30.01167,Europe/Istanbul
Baskil,Europe,38.56866,38.81634,Europe/Istanbul
Başkale,Europe,38.04526,44.01718,Europe/Istanbul
Banaz,Europe,38.73707,29.75194,Europe/Istanbul
Balıkesir,Europe,39.64917,27.88611,Europe/Istanbul
Baklan,Europe,37.97694,29.60861,Europe/Istanbul
Bahçelievler,Europe,39.92479,32.825,Europe/Istanbul
Bahçe,Europe,37.19724,36.57658,Europe/Istanbul
Bağarası,Europe,37.7071,27.54875,Europe/Istanbul
Ayvalık,Europe,39.31927,26.69341,Europe/Istanbul
Ayvacık,Europe,39.60111,26.40472,Europe/Istanbul
İbradı,Europe,37.09694,31.59917,Europe/Istanbul
Aydıncık,Europe,36.1437,33.32016,Europe/Istanbul
Aydın,Europe,37.84501,27.83963,Europe/Istanbul
Avsuyu,Europe,36.19355,36.31347,Europe/Istanbul
Avsallar,Europe,36.62448,31.76941,Europe/Istanbul
Avanos,Europe,38.715,34.84667,Europe/Istanbul
Atça,Europe,37.88859,28.21528,Europe/Istanbul
Atabey,Europe,37.95083,30.63861,Europe/Istanbul
Aşkale,Europe,39.92083,40.695,Europe/Istanbul
Arpaçbahşiş,Europe,36.64552,34.35077,Europe/Istanbul
Arıcak,Europe,38.5634,40.1248,Europe/Istanbul
Arapgir,Europe,39.04117,38.49516,Europe/Istanbul
Araban,Europe,37.42667,37.689,Europe/Istanbul
Antalya,Europe,36.90812,30.69556,Europe/Istanbul
Antakya,Europe,36.20655,36.15722,Europe/Istanbul
Ankara,Europe,39.91987,32.85427,Europe/Istanbul
Andırın,Europe,37.57757,36.35492,Europe/Istanbul
Anamur,Europe,36.07508,32.83691,Europe/Istanbul
Ambar,Europe,37.85305,40.52798,Europe/Istanbul
Altınyayla,Europe,39.27249,36.75098,Europe/Istanbul
Altınoluk,Europe,39.57944,26.73722,Europe/Istanbul
Altınekin,Europe,38.30778,32.86861,Europe/Istanbul
Alpu,Europe,39.76903,30.9606,Europe/Istanbul
Alifakı,Europe,36.88309,34.995,Europe/Istanbul
Aliağa,Europe,38.79975,26.97203,Europe/Istanbul
Alaşehir,Europe,38.35083,28.51718,Europe/Istanbul
Alanya,Europe,36.54375,31.99982,Europe/Istanbul
Aktoprak,Europe,37.18624,37.28575,Europe/Istanbul
Akseki,Europe,37.04861,31.79,Europe/Istanbul
Akşehir,Europe,38.3575,31.41639,Europe/Istanbul
Aksaray,Europe,38.37255,34.02537,Europe/Istanbul
Akhisar,Europe,38.91852,27.84006,Europe/Istanbul
Akdağmadeni,Europe,39.66028,35.88361,Europe/Istanbul
Akçapınar,Europe,38.94728,38.9423,Europe/Istanbul
Akçakale,Europe,36.71111,38.9475,Europe/Istanbul
Akçadağ,Europe,38.33899,37.97021,Europe/Istanbul
Akarsu,Europe,37.22616,41.05138,Europe/Istanbul
Ahmetli,Europe,38.5196,27.93865,Europe/Istanbul
Ahlat,Europe,38.7489,42.48007,Europe/Istanbul
Çamyuva,Europe,36.55361,30.55957,Europe/Istanbul
Ağaçören,Europe,38.87484,33.91674,Europe/Istanbul
Afyonkarahisar,Europe,38.75667,30.54333,Europe/Istanbul
Afşin,Europe,38.24769,36.91399,Europe/Istanbul
Adıyaman,Europe,37.76441,38.27629,Europe/Istanbul
Adilcevaz,Europe,38.79911,42.73159,Europe/Istanbul
Adana,Europe,36.98615,35.32531,Europe/Istanbul
Acırlı,Europe,37.45619,41.29509,Europe/Istanbul
Acıpayam,Europe,37.42385,29.34941,Europe/Istanbul
Acıgöl,Europe,38.55028,34.50917,Europe/Istanbul
Acarlar,Europe,37.82444,27.74667,Europe/Istanbul
Atakent,Europe,36.40067,34.0579,Europe/Istanbul
Altınkum,Europe,37.35765,27.28786,Europe/Istanbul
Nurdağı,Europe,37.16821,36.73623,Europe/Istanbul
Mahmutlar,Europe,36.949,36.19231,Europe/Istanbul
Narlıca,Europe,36.23533,36.21458,Europe/Istanbul
Kastal,Europe,36.2476,36.2409,Europe/Istanbul
Dursunlu,Europe,36.16736,36.15788,Europe/Istanbul
Denizciler,Europe,36.6411,36.21418,Europe/Istanbul
Batikent,Europe,39.96833,32.73083,Europe/Istanbul
Türkler,Europe,36.60198,31.82067,Europe/Istanbul
Başyayla,Europe,36.75337,32.68018,Europe/Istanbul
Dalaman,Europe,36.76591,28.8028,Europe/Istanbul
Zonguldak,Europe,41.45139,31.79305,Europe/Istanbul
Zile,Europe,40.30306,35.88639,Europe/Istanbul
Zeytinburnu,Europe,40.99441,28.90417,Europe/Istanbul
Zekeriya,Europe,41.19806,29.03028,Europe/Istanbul
Yuvacık,Europe,40.68815,29.96738,Europe/Istanbul
Yusufeli,Europe,40.82042,41.53743,Europe/Istanbul
Yomra,Europe,40.95326,39.85546,Europe/Istanbul
Yıldızlı,Europe,41.00122,39.60731,Europe/Istanbul
Yıldız,Europe,41.04997,29.01644,Europe/Istanbul
Yeşilyurt,Europe,40.32786,36.35144,Europe/Istanbul
Yenişehir,Europe,40.26444,29.65306,Europe/Istanbul
Yeniköy,Europe,41.12171,29.06993,Europe/Istanbul
Yeniçağa,Europe,40.77115,32.03375,Europe/Istanbul
Körfez,Europe,40.76704,29.78275,Europe/Istanbul
Yapraklı,Europe,40.75785,33.77819,Europe/Istanbul
Yalova,Europe,40.65501,29.27693,Europe/Istanbul
Yakuplu,Europe,40.98894,28.67582,Europe/Istanbul
Yakakent,Europe,41.6325,35.52889,Europe/Istanbul
Vize,Europe,41.57629,27.76732,Europe/Istanbul
Vezirköprü,Europe,41.14361,35.45472,Europe/Istanbul
Velimeşe,Europe,41.25361,27.87833,Europe/Istanbul
Vakfıkebir,Europe,41.04583,39.27639,Europe/Istanbul
Uzunköprü,Europe,41.26914,26.68598,Europe/Istanbul
Uzundere,Europe,40.53218,41.53832,Europe/Istanbul
Uskumruköy,Europe,41.22034,29.02326,Europe/Istanbul
Üsküdar,Europe,41.02274,29.01366,Europe/Istanbul
Ünye,Europe,41.14049,37.28851,Europe/Istanbul
Umraniye,Europe,41.01643,29.12476,Europe/Istanbul
Ulubey,Europe,40.86863,37.75405,Europe/Istanbul
Uğurludağ,Europe,40.44631,34.45259,Europe/Istanbul
Türkeli,Europe,41.94764,34.33861,Europe/Istanbul
Turhal,Europe,40.3875,36.08111,Europe/Istanbul
Trabzon,Europe,41.005,39.72694,Europe/Istanbul
Tosya,Europe,41.01545,34.04013,Europe/Istanbul
Tortum,Europe,40.28892,41.54096,Europe/Istanbul
Tonya,Europe,40.88402,39.28486,Europe/Istanbul
Tokat,Europe,40.31389,36.55444,Europe/Istanbul
Tirebolu,Europe,41.00694,38.81389,Europe/Istanbul
Terme,Europe,41.20917,36.97389,Europe/Istanbul
Tepecik,Europe,41.02931,28.54978,Europe/Istanbul
Tekkeköy,Europe,41.21167,36.46,Europe/Istanbul
Tekirdağ,Europe,40.9781,27.51101,Europe/Istanbul
Taşova,Europe,40.75972,36.3225,Europe/Istanbul
Taşköprü,Europe,41.5098,34.21414,Europe/Istanbul
Tarabya,Europe,41.13361,29.04639,Europe/Istanbul
Suşehri,Europe,40.16005,38.08413,Europe/Istanbul
Sürmene,Europe,40.90588,40.12792,Europe/Istanbul
Sungurlu,Europe,40.1675,34.37389,Europe/Istanbul
Suluova,Europe,40.83129,35.64788,Europe/Istanbul
Sulakyurt,Europe,40.15733,33.716,Europe/Istanbul
Söğütlü,Europe,40.9059,30.47448,Europe/Istanbul
Şişli,Europe,41.06046,28.98717,Europe/Istanbul
Şiran,Europe,40.19064,39.11747,Europe/Istanbul
Sinop,Europe,42.02683,35.16253,Europe/Istanbul
Silivri,Europe,41.07393,28.24644,Europe/Istanbul
Şile,Europe,41.17891,29.61085,Europe/Istanbul
Selimpaşa,Europe,41.05526,28.36778,Europe/Istanbul
Şebin Karahisar,Europe,40.28833,38.42361,Europe/Istanbul
Şavşat,Europe,41.25336,42.35531,Europe/Istanbul
Sarıkamış,Europe,40.32769,42.58705,Europe/Istanbul
Sapanca,Europe,40.69141,30.26738,Europe/Istanbul
Samsun,Europe,41.27976,36.3361,Europe/Istanbul
Şalpazarı,Europe,40.93826,39.19006,Europe/Istanbul
Salacak,Europe,41.01501,29.01258,Europe/Istanbul
Safranbolu,Europe,41.25083,32.69417,Europe/Istanbul
Şabanözü,Europe,40.48249,33.28352,Europe/Istanbul
Rize,Europe,41.02083,40.52194,Europe/Istanbul
Piraziz,Europe,40.92244,38.12458,Europe/Istanbul
Pınarhisar,Europe,41.6271,27.51481,Europe/Istanbul
Perşembe,Europe,41.06556,37.77139,Europe/Istanbul
Pazaryolu,Europe,40.41142,40.7678,Europe/Istanbul
Pazar,Europe,40.27652,36.28347,Europe/Istanbul
Pamukova,Europe,40.5081,30.16732,Europe/Istanbul
Osmaneli,Europe,40.35722,30.01417,Europe/Istanbul
Osmancık,Europe,40.97818,34.8047,Europe/Istanbul
Orta,Europe,40.6242,33.10928,Europe/Istanbul
Orhangazi,Europe,40.48917,29.30889,Europe/Istanbul
Ordu,Europe,40.97782,37.89047,Europe/Istanbul
Ömerli,Europe,40.3125,28.04833,Europe/Istanbul
Oltu,Europe,40.53945,41.98722,Europe/Istanbul
Of,Europe,40.94055,40.25918,Europe/Istanbul
Niksar,Europe,40.59167,36.95167,Europe/Istanbul
Narman,Europe,40.34449,41.86088,Europe/Istanbul
Nallıhan,Europe,40.18593,31.35179,Europe/Istanbul
Mustafakemalpaşa,Europe,40.03815,28.40866,Europe/Istanbul
Mudurnu,Europe,40.473,31.20755,Europe/Istanbul
Mudanya,Europe,40.37524,28.8838,Europe/Istanbul
Mimarsinan,Europe,41.01488,28.56085,Europe/Istanbul
Mihalgazi,Europe,40.02621,30.57707,Europe/Istanbul
Mesudiye,Europe,40.45446,37.77353,Europe/Istanbul
Merzifon,Europe,40.87333,35.46306,Europe/Istanbul
Mecitözü,Europe,40.52,35.29528,Europe/Istanbul
Maslak,Europe,41.10827,29.01833,Europe/Istanbul
Marmara Ereğlisi,Europe,40.96907,27.95503,Europe/Istanbul
Marmaracık,Europe,41.20667,27.75444,Europe/Istanbul
Manyas,Europe,40.04639,27.97,Europe/Istanbul
Maltepe,Europe,40.93567,29.15507,Europe/Istanbul
Malkara,Europe,40.89105,26.90201,Europe/Istanbul
Maçka,Europe,40.81072,39.60465,Europe/Istanbul
Lüleburgaz,Europe,41.40173,27.35746,Europe/Istanbul
Lapseki,Europe,40.34417,26.68556,Europe/Istanbul
Ladik,Europe,40.91056,35.89194,Europe/Istanbul
Kurşunlu,Europe,40.84101,33.26028,Europe/Istanbul
Kumru,Europe,40.87444,37.26389,Europe/Istanbul
Kumburgaz,Europe,41.03004,28.45387,Europe/Istanbul
Kullar,Europe,40.72419,29.98943,Europe/Istanbul
Koyulhisar,Europe,40.30184,37.82336,Europe/Istanbul
Köseköy,Europe,40.74012,30.00556,Europe/Istanbul
Köse,Europe,40.20692,39.64626,Europe/Istanbul
Korgun,Europe,40.73479,33.51844,Europe/Istanbul
Korgan,Europe,40.82472,37.34667,Europe/Istanbul
Köprübaşı,Europe,40.80692,40.11439,Europe/Istanbul
Kocaali,Europe,41.05336,30.85278,Europe/Istanbul
Kızılcahamam,Europe,40.46972,32.65056,Europe/Istanbul
Kırklareli,Europe,41.73508,27.22521,Europe/Istanbul
Kestel,Europe,40.19828,29.21237,Europe/Istanbul
Keşap,Europe,40.91032,38.5013,Europe/Istanbul
Keşan,Europe,40.85525,26.63266,Europe/Istanbul
Kelkit,Europe,40.12682,39.43424,Europe/Istanbul
Kazan,Europe,40.23167,32.68389,Europe/Istanbul
Kaynarca,Europe,41.03083,30.3075,Europe/Istanbul
Kavaklı,Europe,41.09258,28.33172,Europe/Istanbul
Kavak,Europe,41.07833,36.0425,Europe/Istanbul
Kastamonu,Europe,41.37805,33.77528,Europe/Istanbul
Kars,Europe,40.59825,43.08548,Europe/Istanbul
Karasu,Europe,41.10442,30.69664,Europe/Istanbul
Karasu Mahallesi,Europe,41.07096,30.78543,Europe/Istanbul
Karamürsel,Europe,40.69129,29.61649,Europe/Istanbul
Karacabey,Europe,40.21323,28.3612,Europe/Istanbul
Karabük,Europe,41.20488,32.62768,Europe/Istanbul
Kandıra,Europe,41.07,30.15262,Europe/Istanbul
Kalkandere,Europe,40.92046,40.43692,Europe/Istanbul
Kalecik,Europe,40.09722,33.40833,Europe/Istanbul
Kağızman,Europe,40.15669,43.13424,Europe/Istanbul
Kabataş,Europe,40.75,37.45,Europe/Istanbul
İznik,Europe,40.42861,29.72111,Europe/Istanbul
İzmit,Europe,40.76499,29.92928,Europe/Istanbul
İyidere,Europe,41.01192,40.36185,Europe/Istanbul
İstinye,Europe,41.11008,29.05094,Europe/Istanbul
Istanbul,Europe,41.01384,28.94966,Europe/Istanbul
İspir,Europe,40.47981,40.99373,Europe/Istanbul
İskilip,Europe,40.73528,34.47389,Europe/Istanbul
İpsala,Europe,40.92115,26.38273,Europe/Istanbul
İnegol,Europe,40.07806,29.51333,Europe/Istanbul
İnebolu,Europe,41.97893,33.76012,Europe/Istanbul
Gökçeada,Europe,40.20107,25.90902,Europe/Istanbul
Ilgaz,Europe,40.92511,33.62586,Europe/Istanbul
İkizce,Europe,41.05833,37.08028,Europe/Istanbul
İhsaniye,Europe,40.69087,29.83472,Europe/Istanbul
Horasan,Europe,40.03885,42.16366,Europe/Istanbul
Hopa,Europe,41.39046,41.41966,Europe/Istanbul
Hendek,Europe,40.79944,30.74806,Europe/Istanbul
Hayrat,Europe,40.8853,40.36495,Europe/Istanbul
Hayrabolu,Europe,41.21311,27.10688,Europe/Istanbul
Havza,Europe,40.97056,35.66222,Europe/Istanbul
Havsa,Europe,41.54898,26.82207,Europe/Istanbul
Hanak,Europe,41.23344,42.84037,Europe/Istanbul
Gürsu,Europe,40.21876,29.19487,Europe/Istanbul
Gürpınar,Europe,40.99256,28.61428,Europe/Istanbul
Gürgentepe,Europe,40.78995,37.60073,Europe/Istanbul
Güneysu,Europe,40.9813,40.60465,Europe/Istanbul
Gümüşhane,Europe,40.46001,39.47176,Europe/Istanbul
Gümüşhacıköy,Europe,40.87306,35.21472,Europe/Istanbul
Güdül,Europe,40.21051,32.24552,Europe/Istanbul
Göynük,Europe,40.40028,30.78833,Europe/Istanbul
Görükle,Europe,40.23114,28.84017,Europe/Istanbul
Görele,Europe,41.03083,39.00306,Europe/Istanbul
Gönen,Europe,40.1049,27.65399,Europe/Istanbul
Gölpazarı,Europe,40.28472,30.31722,Europe/Istanbul
Göle,Europe,40.78746,42.60603,Europe/Istanbul
Gölcük,Europe,40.71501,29.81824,Europe/Istanbul
Gökçebey,Europe,41.30583,32.14234,Europe/Istanbul
Giresun,Europe,40.91698,38.38741,Europe/Istanbul
Geyve,Europe,40.5075,30.2925,Europe/Istanbul
Gerze,Europe,41.80361,35.20111,Europe/Istanbul
Gerede,Europe,40.80083,32.19694,Europe/Istanbul
Gemlik,Europe,40.43094,29.15969,Europe/Istanbul
Gelibolu,Europe,40.40836,26.67174,Europe/Istanbul
Gebze,Europe,40.80276,29.43068,Europe/Istanbul
Ferizli,Europe,40.94082,30.48583,Europe/Istanbul
Fatsa,Europe,41.02886,37.49977,Europe/Istanbul
Eynesil,Europe,41.06436,39.14274,Europe/Istanbul
Gözyeri,Europe,40.86596,32.54167,Europe/Istanbul
Esenyurt,Europe,41.02697,28.67732,Europe/Istanbul
Esenler,Europe,41.0435,28.87619,Europe/Istanbul
Ereğli,Europe,41.28261,31.41806,Europe/Istanbul
Erdek,Europe,40.3996,27.79348,Europe/Istanbul
Erbaa,Europe,40.66889,36.5675,Europe/Istanbul
Eminönü,Europe,41.01754,28.97101,Europe/Istanbul
Eldivan,Europe,40.52975,33.49903,Europe/Istanbul
Edirne,Europe,41.67719,26.55597,Europe/Istanbul
Eceabat,Europe,40.18416,26.3574,Europe/Istanbul
Düzköy,Europe,40.87461,39.41536,Europe/Istanbul
Düzce,Europe,40.83889,31.16389,Europe/Istanbul
Durağan,Europe,41.41583,35.05444,Europe/Istanbul
Devrekani,Europe,41.60303,33.83922,Europe/Istanbul
Devrek,Europe,41.21917,31.95583,Europe/Istanbul
Dernekpazarı,Europe,40.79658,40.2446,Europe/Istanbul
Derince,Europe,40.75694,29.81472,Europe/Istanbul
Dereli,Europe,40.7389,38.44337,Europe/Istanbul
Demirtaş,Europe,40.27194,29.09833,Europe/Istanbul
Daday,Europe,41.47866,33.46667,Europe/Istanbul
Çubuk,Europe,40.23861,33.03222,Europe/Istanbul
Çorum,Europe,40.54889,34.95333,Europe/Istanbul
Çorlu,Europe,41.16069,27.80093,Europe/Istanbul
Çınarcık,Europe,40.64538,29.1245,Europe/Istanbul
Çiftlikköy,Europe,40.66028,29.32361,Europe/Istanbul
Cide,Europe,41.89211,33.00439,Europe/Istanbul
Çerkezköy,Europe,41.28629,27.99939,Europe/Istanbul
Çerkeş,Europe,40.81164,32.89358,Europe/Istanbul
Çengelköy,Europe,41.05062,29.0551,Europe/Istanbul
Çekerek,Europe,40.07306,35.49472,Europe/Istanbul
Çaykara,Europe,40.74267,40.23175,Europe/Istanbul
Çayırhan,Europe,40.09806,31.67319,Europe/Istanbul
Çayeli,Europe,41.08609,40.72213,Europe/Istanbul
Çaycuma,Europe,41.42639,32.07556,Europe/Istanbul
Çatalca,Europe,41.14073,28.45967,Europe/Istanbul
Çarşamba,Europe,41.19889,36.72194,Europe/Istanbul
Çanta,Europe,41.07897,28.08323,Europe/Istanbul
Çankırı,Europe,40.59995,33.6153,Europe/Istanbul
Çanakkale,Europe,40.15552,26.41271,Europe/Istanbul
Çan,Europe,40.03328,27.05236,Europe/Istanbul
Çamlıdere,Europe,40.48958,32.47499,Europe/Istanbul
Çamaş,Europe,40.902,37.52786,Europe/Istanbul
Büyükdere,Europe,41.16048,29.04154,Europe/Istanbul
Adalar,Europe,40.86778,29.13306,Europe/Istanbul
Bursa,Europe,40.19559,29.06013,Europe/Istanbul
Bulancak,Europe,40.93805,38.23148,Europe/Istanbul
Bozkurt,Europe,41.95769,34.01087,Europe/Istanbul
Boyalık,Europe,41.26337,28.63142,Europe/Istanbul
Boyabat,Europe,41.46889,34.76667,Europe/Istanbul
Borçka,Europe,41.35792,41.66579,Europe/Istanbul
Bolu,Europe,40.73583,31.60611,Europe/Istanbul
Bilecik,Europe,40.14192,29.97932,Europe/Istanbul
Biga,Europe,40.22806,27.24222,Europe/Istanbul
Beypazarı,Europe,40.1675,31.92111,Europe/Istanbul
Beylerbeyi,Europe,41.04392,29.04635,Europe/Istanbul
Beşikdüzü,Europe,41.05202,39.23294,Europe/Istanbul
Bebek,Europe,41.07815,29.04309,Europe/Istanbul
Bayburt,Europe,40.25631,40.22289,Europe/Istanbul
Bayat,Europe,40.64583,34.26139,Europe/Istanbul
Başçiftlik,Europe,40.54694,37.16917,Europe/Istanbul
Bartın,Europe,41.63583,32.3375,Europe/Istanbul
Bandırma,Europe,40.35222,27.97667,Europe/Istanbul
Bahçecik,Europe,40.6681,29.91478,Europe/Istanbul
Bağcılar,Europe,41.03903,28.85671,Europe/Istanbul
Bafra,Europe,41.56787,35.90311,Europe/Istanbul
Babaeski,Europe,41.42809,27.0966,Europe/Istanbul
Ayvacık,Europe,40.99111,36.63139,Europe/Istanbul
Aydıntepe,Europe,40.38325,40.14272,Europe/Istanbul
Aydıncık,Europe,40.12727,35.28765,Europe/Istanbul
Ayaş,Europe,40.01933,32.33221,Europe/Istanbul
Ayancık,Europe,41.94472,34.58611,Europe/Istanbul
Atkaracalar,Europe,40.81593,33.07556,Europe/Istanbul
Artvin,Europe,41.18161,41.82172,Europe/Istanbul
Artova,Europe,40.11578,36.3001,Europe/Istanbul
Arsin,Europe,40.95271,39.92674,Europe/Istanbul
Arpaçay,Europe,40.84522,43.32747,Europe/Istanbul
Arnavutköy,Europe,41.18355,28.7402,Europe/Istanbul
Arhavi,Europe,41.35121,41.30456,Europe/Istanbul
Ardeşen,Europe,41.19064,40.97935,Europe/Istanbul
Ardanuç,Europe,41.11955,42.06882,Europe/Istanbul
Ardahan,Europe,41.10871,42.70222,Europe/Istanbul
Araklı,Europe,40.93854,40.05842,Europe/Istanbul
Araç,Europe,41.24222,33.32767,Europe/Istanbul
Amasya,Europe,40.65333,35.83306,Europe/Istanbul
Amasra,Europe,41.74633,32.38633,Europe/Istanbul
Almus,Europe,40.37583,36.90444,Europe/Istanbul
Alaplı,Europe,41.1814,31.38514,Europe/Istanbul
Alaca,Europe,40.16833,34.8425,Europe/Istanbul
Akyurt,Europe,40.13512,33.08614,Europe/Istanbul
Akyazı,Europe,40.685,30.62222,Europe/Istanbul
Aksu,Europe,40.08964,38.03467,Europe/Istanbul
Akkuş,Europe,40.79306,37.01639,Europe/Istanbul
Akhisar,Europe,40.11825,29.46623,Europe/Istanbul
Akçakoca,Europe,41.08935,31.12362,Europe/Istanbul
Akçaabat,Europe,41.02121,39.57146,Europe/Istanbul
Ağva,Europe,41.13806,29.85667,Europe/Istanbul
Adapazarı,Europe,40.78056,30.40333,Europe/Istanbul
Espiye,Europe,40.94705,38.70299,Europe/Istanbul
Celâliye,Europe,41.05151,28.41956,Europe/Istanbul
Merter Keresteciler,Europe,41.01295,28.88593,Europe/Istanbul
güngören merter,Europe,41.00711,28.88795,Europe/Istanbul
Turgutreis,Europe,37.01667,27.26667,Europe/Istanbul
Kargıcak,Europe,36.47817,32.10931,Europe/Istanbul
Çolaklı,Europe,36.83739,31.31842,Europe/Istanbul
Sarigerme,Europe,36.71549,28.70436,Europe/Istanbul
Ataşehir,Europe,40.9833,29.1167,Europe/Istanbul
Başakşehir,Europe,41.09307,28.80203,Europe/Istanbul
Beylikdüzü,Europe,40.982,28.6399,Europe/Istanbul
Büyükçekmece,Europe,41.02072,28.58502,Europe/Istanbul
Çankaya,Europe,39.9179,32.86268,Europe/Istanbul
Yakınca,Europe,38.30533,38.23828,Europe/Istanbul
Konuklu,Europe,37.12632,38.84858,Europe/Istanbul
Bahçelievler,Europe,41.00231,28.8598,Europe/Istanbul
Altunizade,Europe,41.01779,29.04794,Europe/Istanbul
Sultangazi,Europe,41.10652,28.86847,Europe/Istanbul
Sultanbeyli,Europe,40.96072,29.27067,Europe/Istanbul
Sancaktepe,Europe,41.00244,29.23187,Europe/Istanbul
Karslı,Europe,37.05897,35.29903,Europe/Istanbul
Aksaray,Europe,41.00866,28.95018,Europe/Istanbul
Etiler,Europe,41.0843,29.03588,Europe/Istanbul
Karabağlar,Europe,38.37396,27.1352,Europe/Istanbul
İncirli,Europe,39.98431,32.84317,Europe/Istanbul
Kavaklıdere,Europe,39.91154,32.85795,Europe/Istanbul
Tosmur,Europe,36.53201,32.05287,Europe/Istanbul
Oba,Europe,36.55013,32.0596,Europe/Istanbul
Çıplaklı,Europe,36.56266,32.05226,Europe/Istanbul
Cikcilli,Europe,36.55403,32.02962,Europe/Istanbul
Muratpaşa,Europe,36.89157,30.76498,Europe/Istanbul
Kadriye,Europe,36.88655,31.00608,Europe/Istanbul
Yalıntaş,Europe,40.01836,28.39846,Europe/Istanbul
Çubuklu,Europe,41.10419,29.08331,Europe/Istanbul
Pınarkent,Europe,37.79731,29.22205,Europe/Istanbul
Çeştepe,Europe,37.82522,27.85166,Europe/Istanbul
Konacık,Europe,37.04487,27.40994,Europe/Istanbul
Atayurt,Europe,36.38364,34.02232,Europe/Istanbul
Merkezefendi,Europe,37.80544,29.04236,Europe/Istanbul
Aşağı Hisar,Europe,36.78238,31.44805,Europe/Istanbul
Tunapuna,America,10.65245,-61.38878,America/Port_of_Spain
Siparia,America,10.14525,-61.5074,America/Port_of_Spain
Scarborough,America,11.18229,-60.73525,America/Port_of_Spain
Sangre Grande,America,10.58705,-61.13008,America/Port_of_Spain
San Fernando,America,10.27969,-61.46835,America/Port_of_Spain
Rio Claro,America,10.30594,-61.17556,America/Port_of_Spain
Princes Town,America,10.27184,-61.37103,America/Port_of_Spain
Port of Spain,America,10.66668,-61.51889,America/Port_of_Spain
Point Fortin,America,10.17411,-61.68407,America/Port_of_Spain
Petit Valley,America,10.69974,-61.54717,America/Port_of_Spain
Peñal,America,10.16667,-61.46667,America/Port_of_Spain
Paradise,America,10.65298,-61.36298,America/Port_of_Spain
Mon Repos,America,10.27979,-61.4459,America/Port_of_Spain
Marabella,America,10.30618,-61.44671,America/Port_of_Spain
Laventille,America,10.64917,-61.49889,America/Port_of_Spain
Gasparillo,America,10.31704,-61.42603,America/Port_of_Spain
Diego Martin,America,10.72081,-61.56616,America/Port_of_Spain
Couva,America,10.42248,-61.46748,America/Port_of_Spain
Claxton Bay,America,10.36637,-61.45985,America/Port_of_Spain
Chaguanas,America,10.51667,-61.41667,America/Port_of_Spain
